‰„«œ;‰«„; ⁄œ«œ;ÕÃ„;«—“‘;œ?—Ê“;«Ê·?‰;¬Œ—?‰ „⁄«„·Â - „ﬁœ«—;¬Œ—?‰ „⁄«„·Â -  €??—;¬Œ—?‰ „⁄«„·Â - œ—’œ;ﬁ?„  Å«?«‰? - „ﬁœ«—;ﬁ?„  Å«?«‰? -  €??—;ﬁ?„  Å«?«‰? - œ—’œ;ò„ —?‰;»?‘ —?‰;EPS;P/E;Œ—?œ -  ⁄œ«œ;Œ—?œ - ÕÃ„;Œ—?œ - ﬁ?„ ;›—Ê‘ - ﬁ?„ ;›—Ê‘ - ÕÃ„;›—Ê‘ -  ⁄œ«œ
÷ŒÊœ7063;«Œ Ì«—Œ ŒÊœ—Ê-5500-1399/07/09;0;0;0;3322;0;3300;-22.00;-0.66;3322;0;0;0;0;;;1;10;1200;0;0;0
”—Ê2;’‰œÊﬁ ” ”—Ê”Êœ„‰œ „œ»—«‰-”Â«„;40;4000000;4000000;64850;1;1;-64,849.00;-100.00;1;-64,849.00;-100.00;1;1;;;0;0;0;0;0;0
’«ÌÅ«403;’ﬂÊﬂ «Ã«—Â ”«ÌÅ«403-3„«ÂÂ18%;0;0;0;1557693;0;1557693;0;0;1557693;0;0;0;0;;;1;20;1557000;0;0;0
ÿ”«‰7063;«Œ Ì«—› Å«—”«‰-28000-99/07/15;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;1;100;0;0;0
¬”«„;’‰œÊﬁ ”.¬—„«‰ ”ÅÂ— ¬‘‰«-„;191;106110;15467279890;147826;147800;146290;-1,536.00;-1.04;145766;-2,060.00;-1.39;137000;148500;;;2;490;146000;146000;250;2
„»Ì‰012;«Ã«—Â «⁄ „«œ „»Ì‰  „œ‰010710;0;0;0;984500;0;984500;0;0;984500;0;0;0;0;;;1;1875;970000;1040000;150;1
ﬁ‘—Ì‰;ﬁ‰œ ‘Ì—Ì‰ Œ—«”«‰;2283;13201876;3.08488E+11;22753;23435;22800;47.00;0.21;23367;614.00;2.70;22800;23435;-254;-92;36;58715;22800;22800;77510;13
‘›«;”—„«ÌÂ ê–«—Ì ‘›«œ«—Ê;2718;4104407;3.52961E+11;85780;90060;83100;-2,680.00;-3.12;86000;220.00;0.26;81500;90060;1516;56.73;6;1470;83200;83200;3504;6
”‰ÊÌ‰;”—„«ÌÂ ê–«—Ì «ﬁ ’«œ ‰ÊÌ‰;53;992022;10771374876;10441;10858;10858;417.00;3.99;10858;417.00;3.99;10858;10858;679;15.99;188;1730911;10858;0;0;0
»‰Ê;»Ì„Â  Ã«—  ‰Ê;90;577254;11014006320;18525;19080;19080;555.00;3.00;18808;283.00;1.53;19080;19080;1499;12.55;267;4968161;19080;0;0;0
Õ—Ì·02;«Ã«—Â —Ì· Å—œ«“”Ì—021212;0;0;0;1054896;1160385;1054896;0;0;1054896;0;0;0;0;;;5;200;1160385;0;0;0
«Œ“«624;«”‰«œŒ“«‰Â-„24»ÊœÃÂ96-990625;8;110919;1.08751E+11;980486;980500;980486;0;0;980450;-36.00;0;980007;980500;;;1;10000;980100;986980;90;1
Ê’‰œÊﬁ;”—„«ÌÂùê–«—Ìù’‰œÊﬁù»«“‰‘” êÌù;4260;50115878;1.19975E+12;22850;23010;23990;1,140.00;4.99;23940;1,090.00;4.77;23010;23990;1067;22.44;41;83092;23990;23990;88960;30
»–—;’‰œÊﬁ ” »–— «„Ìœ ¬›—Ì‰-”Â«„;434;265556;36677472010;137790;140000;137800;10.00;0.01;138120;330.00;0.24;136050;140000;;;2;440;136400;136400;245;5
”ÌœﬂÊ;”—„«ÌÂ ê–«—Ì  Ê”⁄Â ’‰«Ì⁄ ”Ì„«‰;3599;17699338;2.2778E+11;12380;12200;12990;610.00;4.93;12870;490.00;3.96;12200;12990;778;16.54;21;160755;12990;12990;39998;13
’„⁄«œ412;’ﬂÊﬂ «Ã«—Â „⁄«œ‰412-6„«ÂÂ21%;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;1;2000;1000002;0;0;0
ﬂ»Ê—”;ﬂ«—ê“«—«‰ »Ê—” «Ê—«ﬁ »Â«œ«—;0;0;0;124690;118460;124690;0;0;124690;0;0;0;0;2526;49.36;0;0;0;118460;100000;2
 Ê—Ì·; Êò«—Ì·;4004;9985801;2.72793E+11;28581;28888;27152;-1,429.00;-5.00;27318;-1,263.00;-4.42;27152;28888;860;31.77;17;31362;27152;27152;2027720;217
Ê”«Å«;”—„«ÌÂùê–«—Ìù ”«ÌÅ«;6622;13427642;3.06016E+11;23980;22790;22790;-1,190.00;-4.96;22790;-1,190.00;-4.96;22790;22790;256;89.02;89;94260;22790;22790;23725108;4245
ﬁ‘Âœ;‘Âœ;166;359320;12198914000;32340;33950;33950;1,610.00;4.98;32700;360.00;1.11;33950;33950;495;66.06;63;212317;33950;34600;1000;1
¬»«œ«; Ê·Ìœ ‰Ì—ÊÌ »—ﬁ ¬»«œ«‰;10920;2656944;61003434240;21870;22960;22960;1,090.00;4.98;22960;1,090.00;4.98;22960;22960;280;82;9999;61787170;22960;0;0;0
÷„·Ì8070;«Œ Ì«—Œ ›„·Ì -17750-1399/08/06;0;0;0;24000;0;24000;0;0;24000;0;0;0;0;;;1;30;13900;0;0;0
÷‘‰«7073;«Œ Ì«—Œ ‘Å‰«-23600-1399/07/28;1;1;30950000;32559;30950;30950;-1,609.00;-4.94;30950;-1,609.00;-4.94;30950;30950;;;1;5;25000;30850;2;1
÷›«—8044;«Œ Ì«—Œ ›«—”-40000-1399/08/06;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;5;5;0;0;0
€ÊÌ «;ÊÌ «‰«;693;1598683;79547268714;47389;49758;49758;2,369.00;5.00;49758;2,369.00;5.00;49758;49758;1028;48.4;524;4216060;49758;49758;5096;4
„»Ì‰015;«Ã«—Â «⁄ „«œ „»Ì‰  „œ‰011019;0;0;0;978000;0;978000;0;0;978000;0;0;0;0;;;1;1250;950000;0;0;0
÷»œ—8056;«Œ Ì«—Œ ‘»‰œ—-21580-1399/08/18;1;1;35000000;37250;35000;35000;-2,250.00;-6.04;35000;-2,250.00;-6.04;35000;35000;;;1;2;26500;35000;1;1
 ”Â9706;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ ‘Â—ÌÊ—97;235;1532;1040810211;704078;669020;670000;-34,078.00;-4.84;679380;-24,698.00;-3.51;669020;699000;;;2;217;670000;677000;2;1
ŒœÌ“·;»Â„‰  œÌ“·;1059;5091342;2.40047E+11;45038;45038;47289;2,251.00;5.00;47148;2,110.00;4.68;44010;47289;2177;21.66;183;2207136;47289;47289;3757;4
 ”Â9708;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ ¬»«‰97;188;1169;824556905;726136;691021;692055;-34,081.00;-4.69;705352;-20,784.00;-2.86;691021;720000;;;1;28;692000;705352;2;1
”«„«‰;»«‰ﬂ ”«„«‰;683;6293226;1.46229E+11;22560;23236;23236;676.00;3.00;23236;676.00;3.00;23236;23236;298;77.97;1407;80851565;23236;23236;41384;12
÷ŒÊœ7058;«Œ Ì«—Œ ŒÊœ—Ê-4200-1399/07/09;0;0;0;3900;0;3900;0;0;3900;0;0;0;0;;;1;10;2300;3590;25;1
÷ê·8065;«Œ Ì«—Œ ﬂê·-23100-1399/08/21;6;25;152202000;6702;6000;6200;-502.00;-7.49;6088;-614.00;-9.16;6000;6200;;;2;2;6001;6300;2;1
 ”Â9807;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ „Â—98;52;419;283514790;707239;710000;671878;-35,361.00;-5.00;676646;-30,593.00;-4.33;671878;710000;;;0;0;0;671878;20;1
ﬂ—„«‘«;’‰«Ì⁄ Å —Ê‘Ì„Ì ﬂ—„«‰‘«Â;2447;5271745;2.56647E+11;47980;46700;48000;20.00;0.04;48680;700.00;1.46;46700;50000;2058;23.65;14;4940;48000;48000;7820;4
‘ Êﬂ«; Êﬂ« —‰ê ›Ê·«œ ”Å«Â«‰;1299;1482679;63147888830;42545;42000;43601;1,056.00;2.48;42590;45.00;0.11;41000;44570;1109;38.4;9;2830;43601;43601;1646;6
‘Ì—«“;Å —Ê‘Ì„Ìù‘Ì—«“;1945;4138691;2.69078E+11;62630;65760;65760;3,130.00;5.00;65020;2,390.00;3.82;63000;65760;2700;24.08;29;7069;65760;65760;168;1
÷€œ—8027;«Œ Ì«—Œ Ê€œÌ—-5010-1399/08/26;0;0;0;15000;0;15000;0;0;15000;0;0;0;0;;;1;5;17100;0;0;0
¬—„«‰;»Ì„Â ¬—„«‰;16;307800;1201035600;3826;3902;3902;76.00;1.99;3835;9.00;0.24;3902;3902;347;11.05;84;1204228;3902;0;0;0
‘·⁄«»;·⁄«»Ì—«‰ù;3760;4300643;1.71878E+11;38670;37200;39220;550.00;1.42;39970;1,300.00;3.36;37200;40600;43;929.53;12;6908;39220;39220;7037;13
÷Å«”7017;«Œ Ì«—Œ ÊÅ«—”-4400-1399/07/30;83;2871;4083141000;1536;1350;1500;-36.00;-2.34;1422;-114.00;-7.42;1310;1500;;;1;1;1555;1555;5;1
”Å«”;’‰œÊﬁ ”. Å«œ«‘ ”Â«„œ«—Ì  Ê”⁄Â1;118;2326362;24054229740;10310;10280;10360;50.00;0.48;10340;30.00;0.29;10280;10400;;;10;856088;10350;10390;10060;2
‰Ì—Ê;‰Ì—Ê ”—„«ÌÂ;104;473670;29292700140;60041;61842;61842;1,801.00;3.00;61842;1,801.00;3.00;61842;61842;135;458.09;66;141798;61842;0;0;0
ﬁ—‰;ÅœÌœÂ ‘Ì„Ì ﬁ—‰;7648;4408601;3.07811E+11;68310;69500;69320;1,010.00;1.48;69820;1,510.00;2.21;68800;71500;2873;24.3;19;7827;69320;69320;35225;50
’ê·411;’ «Ã«—Â ê· êÂ— 411- 3 „«ÂÂ 17%;0;0;0;909200;0;909200;0;0;909200;0;0;0;0;;;1;6;909200;0;0;0
« ﬂ«Ì;»Ì„Â « ﬂ«ÌÌ «Ì—«‰Ì«‰;1392;8970656;1.22353E+11;13767;13900;13770;3.00;0.02;13639;-128.00;-0.93;13079;13989;425;32.09;1;5000;13483;13483;36377;3
»„Å‰«; Ê·Ìœ »—ﬁ ⁄”·ÊÌÂ  „Å‰«;922;1371284;2.04374E+11;146337;153630;150000;3,663.00;2.50;149039;2,702.00;1.85;140000;153630;1318;113.08;6;2052;150200;150200;214;3
‘—‰êÌ;‘Ì„Ì«ÌÌ —‰êÌ‰;301;209998;19538886962;91102;93833;93835;2,733.00;3.00;92907;1,805.00;1.98;90400;93835;874;106.3;15;112909;93835;93835;510;2
÷»œ—8054;«Œ Ì«—Œ ‘»‰œ—-18580-1399/08/18;0;0;0;36000;0;36000;0;0;36000;0;0;0;0;;;0;0;0;42000;5;1
ÊÀŒÊ“;”—„«ÌÂ ê–«—Ì Ê  Ê”⁄Â ŒÊ“” «‰;263;544987;20952692260;37328;38447;38447;1,119.00;3.00;38420;1,092.00;2.93;38000;38447;386;99.53;3;2290;38447;0;0;0
 ”Â9903;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ Œ—œ«œ99;161;1276;887015550;731531;694955;694955;-36,576.00;-5.00;695153;-36,378.00;-4.97;694955;700000;;;0;0;0;694955;479;3
«Œ“«623;«”‰«œŒ“«‰Â-„23»ÊœÃÂ96-990528;2;12;11904006;991503;992001;992000;497.00;0.05;992000;497.00;0.05;992000;992001;;;1;100;990216;997000;200;1
œ—Ê“;œ«—Ê”«“Ìù —Ê“œ«—Ê;511;695408;15531203790;22250;22360;22500;250.00;1.12;22280;30.00;0.13;21500;23150;172;129.53;2;198618;22000;22250;600;1
ﬁ’›Â«;ﬁ‰œ«’›Â«‰ù;4906;2239732;6.15514E+11;272940;259300;286580;13,640.00;5.00;274820;1,880.00;0.69;259300;286580;2936;93.6;63;22785;286580;286580;35;2
—«‰›Ê—;Œœ„« ù«‰›Ê—„« Ìﬂù;7330;15406206;7.75584E+11;48350;48350;49840;1,490.00;3.08;50340;1,990.00;4.12;47100;50760;1264;39.83;22;8432;49830;49830;8581;10
’Œ«»—102;’ﬂÊﬂ «Ã«—Â „Œ«»—« -3 „«ÂÂ 16%;3;1024;975726200;965463;946600;953000;-12,463.00;-1.29;952858;-12,605.00;-1.31;946600;953000;;;1;1;947900;1000000;6;1
‘œÊ’;œÊœÂù ’‰⁄ Ìù Å«—”ù;1087;2574847;61899511900;25090;25890;23840;-1,250.00;-4.98;24040;-1,050.00;-4.18;23840;25890;842;28.55;6;9890;23840;23840;2717891;64
À«é‰;”Œ  ¬é‰œ;1058;10939940;1.46893E+11;13240;13504;13504;264.00;1.99;13427;187.00;1.41;12976;13504;20;671.35;20;173180;13504;13504;3000;1
›Ê·«é;›Ê·«œ ¬·Ì«éÌ «Ì—«‰;4105;8168167;2.58272E+11;32980;31340;32000;-980.00;-2.97;31620;-1,360.00;-4.12;31340;32980;1380;22.91;8;3217;31950;31950;3115;4
 »—Ì“112;„‘«—ﬂ  ‘Â—œ«—Ì  »—Ì“-3„«ÂÂ18%;4;332;322040000;971644;970000;970000;-1,644.00;-0.17;970000;-1,644.00;-0.17;970000;970000;;;1;171;970000;999999;486;4
 ”Â9812;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ «”›‰œ98;384;7623;5251786615;686282;655000;670000;-16,282.00;-2.37;688940;2,658.00;0.39;651968;720596;;;1;4;652000;940000;22;3
— «Å; Ã«—  «·ﬂ —Ê‰Ìﬂ  Å«—”Ì«‰;5263;12127267;2.30771E+11;18810;19600;18810;0;0;19030;220.00;1.17;18510;19600;516;36.88;21;18675;18810;18810;13515;17
”›«—;”Ì„«‰ù›«—”ù;1175;411166;55504703790;141680;134600;134650;-7,030.00;-4.96;134990;-6,690.00;-4.72;134600;140000;1654;81.61;4;3526;135200;135200;1726;10
”Âê„ ;”Ì„«‰ùÂê„ «‰ù;1653;2569603;95493631150;36980;38280;36700;-280.00;-0.76;37160;180.00;0.49;36600;38280;1521;24.43;5;1263;36800;36800;14290;7
›Ã—;›Ê·«œ «„Ì—ﬂ»Ì—ﬂ«‘«‰;2503;3762617;2.51062E+11;67340;64400;67200;-140.00;-0.21;66730;-610.00;-0.91;64300;69100;2871;23.24;7;1528;67150;67150;3299;8
’›«—”412;’ﬂÊﬂ «Ã«—Â Œ·ÌÃ ›«—”- 3„«ÂÂ16%;0;0;0;867000;0;867000;0;0;867000;0;0;0;0;;;1;400;865300;0;0;0
Ê‘Â—;»«‰ﬂ ‘Â—;607;9720275;93149395325;9396;9583;9583;187.00;1.99;9583;187.00;1.99;9583;9583;-2959;-3.24;1246;28835387;9583;9583;90109;10
÷’«œ8017;«Œ Ì«—Œ Ê»’«œ—-3800-1399/08/11;16;615;801000000;1950;1300;1400;-550.00;-28.21;1302;-648.00;-33.23;1300;1400;;;0;0;0;1700;5;1
÷»œ—8060;«Œ Ì«—Œ ‘»‰œ—-29580-1399/08/18;0;0;0;25400;0;25400;0;0;25400;0;0;0;0;;;1;5;23001;0;0;0
»”«„«;»Ì„Â ”«„«‰;74;1283020;38917845660;28889;30333;30333;1,444.00;5.00;29900;1,011.00;3.50;30333;30333;2270;13.17;480;10942044;30333;0;0;0
Ê”œÌœ;ê—ÊÂ ù’‰⁄ Ìù”œÌœ;3467;10476895;3.6601E+11;36015;34935;34935;-1,080.00;-3.00;34935;-1,080.00;-3.00;34935;34935;180;194.08;48;45508;34935;34935;7278967;1414
 ·Ì”Â;œ«„œ«—Ì  ·Ì”Â ‰„Ê‰Â;5960;3472854;3.67264E+11;105716;110500;100890;-4,826.00;-4.57;105753;37.00;0.03;100500;110500;764;138.42;20;6752;100520;100520;5544;16
Å «Ì—;«Ì—«‰ù  «Ì—;433;521431;55057899290;100570;105590;105590;5,020.00;4.99;105330;4,760.00;4.73;105590;105590;3553;29.65;461;625033;105590;105590;5416;14
”ŒÊ“;”Ì„«‰ ŒÊ“” «‰;2323;6479326;1.69806E+11;25480;26100;26750;1,270.00;4.98;26210;730.00;2.86;24500;26750;700;37.44;18;65029;26750;26750;8499;13
„‘Ì—9911;„‘«—ﬂ  ‘Â—œ«—Ì ‘Ì—«“-3„«ÂÂ16%;0;0;0;985100;0;985100;0;0;985100;0;0;0;0;;;1;2000;985000;0;0;0
«Œ“«723;«”‰«œŒ“«‰Â-„23»ÊœÃÂ97-000824;22;84318;67454099840;808761;812000;800000;-8,761.00;-1.08;799996;-8,765.00;-1.08;795114;812000;;;1;25000;799001;806999;1473;2
ﬂÊ—“;Ê—“Ì—«‰ù;0;0;0;35134;0;35134;0;0;35134;0;0;0;0;3341;10.52;22;36467;36188;0;0;0
Œ«–Ì‰;”«ÌÅ«¬–Ì‰ù;1299;6293525;78417321500;11870;12460;12460;590.00;4.97;12460;590.00;4.97;12460;12460;-17;-732.94;1554;8819799;12460;12460;39791;17
÷ŒÊœ7062;«Œ Ì«—Œ ŒÊœ—Ê-5000-1399/07/09;0;0;0;3063;0;3070;7.00;0.23;3063;0;0;0;0;;;1;20;2200;3490;30;1
ŒÅ«—”;Å«—”ù ŒÊœ—Ê;31871;148222085;2.80769E+12;19880;18890;18890;-990.00;-4.98;18940;-940.00;-4.73;18890;19590;29;653.1;228;294960;18890;18890;7287995;1043
€»‘Â—;’‰⁄ Ìù »Â‘Â—;2595;5298109;1.72941E+11;32510;31000;33000;490.00;1.51;32640;130.00;0.40;31000;33700;881;37.05;16;31460;33000;33000;40662;20
⁄›Ê·«œ2;«Ê—«ﬁ ”·› Ê—ﬁ ê—„ ›Ê·«œ „»«—ﬂÂ;0;0;0;547719;0;547719;0;0;547719;0;0;0;0;;;1;192995;537227;547971;144;1
«Œ“«720;«”‰«œŒ“«‰Â-„20»ÊœÃÂ97-000324;2;4000;3480056000;870014;870014;870014;0;0;870014;0;0;870014;870014;;;1;4274;860484;0;0;0
«Ê’ «4;’‰œÊﬁ «‰œÌ‘Â Ê—“«‰ ’»« «„Ì‰ -œ;1;13000000;2.1372E+11;16415;16440;16440;25.00;0.15;16440;25.00;0.15;16440;16440;;;0;0;0;0;0;0
ﬂ‘—ﬁ;’‰⁄ Ì Ê „⁄œ‰Ì ‘„«· ‘—ﬁ ‘«Â—Êœ;1565;2870597;2.11312E+11;70371;69020;73889;3,518.00;5.00;73612;3,241.00;4.61;69020;73889;1367;53.85;62;39729;73889;73889;860;4
ﬂ’œ›;ﬂ«‘Ì ’œ› ”—«„ «” ﬁ·«· ¬»«œÂ;192;352899;4299015618;11944;12182;12182;238.00;1.99;12042;98.00;0.82;12182;12182;-137;-87.9;93;114220;12182;0;0;0
÷ç«œ7020;«Œ Ì«—Œ ﬂç«œ-17300-1399/07/07;33;545;3913100000;6500;8000;7000;500.00;7.69;7180;680.00;10.46;7000;8000;;;1;4;6950;7000;59;3
ç‰ÊÅ«;‰ÌÊÅ«‰ù 22 »Â„‰ù;0;0;0;1;0;1;0;0;1;0;0;0;0;195;0.01;2;200000;1;0;0;0
Õﬂ„ 01;„‘«—ﬂ  Õﬂ„  «Ì—«‰Ì«‰ 140107;1;10;10050050;985005;1005005;1005005;20,000.00;2.03;1005005;20,000.00;2.03;1005005;1005005;;;1;208;980005;1005005;260;1
 Å„ÅÌ;Å„Åù ”«“Ìù «Ì—«‰ù;1068;2620303;1.59868E+11;63890;60700;60700;-3,190.00;-4.99;61010;-2,880.00;-4.51;60700;63000;676;90.25;5;1728;60700;60700;1958687;245
ﬂ»«›ﬁ;„⁄«œ‰ù »«›ﬁù;5814;6701066;2.57612E+11;40320;40950;38350;-1,970.00;-4.89;38440;-1,880.00;-4.66;38310;40950;5;7688;31;30404;38310;38310;116839;20
Ê”»Õ«‰;”—„«ÌÂ ê–«—Ì ”»Õ«‰;8737;56230792;8.3865E+11;14251;14963;14660;409.00;2.87;14914;663.00;4.65;14351;14963;1504;9.92;53;94020;14650;14650;126042;24
Ê”—„œ;»Ì„Â  ”—„œ;350;1348391;14361712541;10341;10651;10651;310.00;3.00;10540;199.00;1.92;10651;10651;717;14.7;550;6333778;10651;10651;2324;6
 „·Ì802; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-«—œÌ»Â‘ 98;2;2;350400;175200;166440;183960;8,760.00;5.00;175200;0;0;166440;183960;;;0;0;0;193000;13;1
ﬁ„—Ê;ﬁ‰œ „—Êœ‘ ù;1061;1163515;46640363950;41450;39650;40800;-650.00;-1.57;40090;-1,360.00;-3.28;39380;41990;151;265.5;8;266298;40800;40800;5220;4
Â«Ì Ê»;œ«œÂ ê” —⁄’—‰ÊÌ‰-Â«Ì Ê»;7883;14264196;5.77965E+11;42560;40440;40440;-2,120.00;-4.98;40520;-2,040.00;-4.79;40440;42390;943;42.97;46;25519;40440;40440;8619387;1868
œÕ«ÊÌ;«·Õ«ÊÌ;132;339318;12049521498;33820;35511;35511;1,691.00;5.00;34768;948.00;2.80;35511;35511;1143;30.42;325;899004;35511;36292;210;1
«—“‘;’‰œÊﬁ ” «—“‘ ¬›—Ì‰ »Ìœ«—-”Â«„;4040;16864571;2.10557E+11;13000;13000;12390;-610.00;-4.69;12490;-510.00;-3.92;12300;13000;;;21;104080;12380;12380;97204;22
·Ê Ê”Õ;Õ .  «„Ì‰ ”—„«ÌÂ ·Ê Ê” Å«—”Ì«‰;1416;7606051;1.22063E+11;15870;15870;16010;140.00;0.88;16050;180.00;1.13;15370;16510;;;12;1066645;16000;16000;2305;5
ﬂÊÌ—; Ê·ÌœÌ ›Ê·«œ ”ÅÌœ ›—«» ﬂÊÌ—;5285;10872827;2.19065E+11;21010;21400;19960;-1,050.00;-5.00;20150;-860.00;-4.09;19960;21400;475;42.42;25;34576;19960;19960;451189;169
Œ—«”«‰;Å —Ê‘Ì„Ì Œ—«”«‰;2488;9489294;9.26059E+11;92950;97590;97590;4,640.00;4.99;97590;4,640.00;4.99;97530;97590;5085;19.19;39;21331;97590;97590;1300;2
œ”»Õ«;ê—ÊÂ œ«—ÊÌÌ ”»Õ«‰;1424;2579975;76766220530;30940;31660;29400;-1,540.00;-4.98;29750;-1,190.00;-3.85;29400;31660;1006;29.57;9;5300;29400;29400;17714;15
„’›Â«112;„‘«—ﬂ  ‘ «’›Â«‰112-3„«ÂÂ18%;0;0;0;860000;0;860000;0;0;860000;0;0;0;0;;;1;400;855003;0;0;0
›“—Ì‰;“—Ì‰ „⁄œ‰ ¬”Ì«;6643;18657350;5.24762E+11;29408;28600;27938;-1,470.00;-5.00;28126;-1,282.00;-4.36;27938;29333;669;42.04;31;31128;27938;27938;61762;19
÷’«œ8023;«Œ Ì«—Œ Ê»’«œ—-5000-1399/08/11;1;3;3600000;1350;1200;1200;-150.00;-11.11;1200;-150.00;-11.11;1200;1200;;;1;4;1200;2500;2;1
’»«1401;«Ã«—Â „Â‰œ”Ì ’»« ‰› 14010225;0;0;0;723156;795471;805212;82,056.00;11.35;723156;0;0;0;0;;;7;166;795471;0;0;0
÷Å«”7025;«Œ Ì«—Œ ÊÅ«—”-7500-1399/07/30;0;0;0;1;0;1;0;0;1;0;0;0;0;;;0;0;0;1000;100;1
‘›«—”;’‰«Ì⁄ù ‘Ì„Ì«ÌÌù ›«—”ù;2378;3304370;1.69581E+11;49320;49520;51780;2,460.00;4.99;51320;2,000.00;4.06;49500;51780;293;175.15;22;20338;51780;51780;3033;7
„»Ì‰016;«Ã«—Â «⁄ „«œ „»Ì‰ «„Ìœ011019;0;0;0;887400;0;887400;0;0;887400;0;0;0;0;;;1;1250;945000;0;0;0
”„«ÌÂ;»«‰ﬂ ”—„«ÌÂ;149;253870;3498328600;13379;13780;13780;401.00;3.00;13440;61.00;0.46;13780;13780;-19213;-0.7;909;17877678;13780;13780;5720;5
Êê” —;ê” —‘ ”—„«ÌÂ ê–«—Ì «Ì—«‰Ì«‰;2016;7124950;1.96374E+11;26381;26400;27700;1,319.00;5.00;27561;1,180.00;4.47;26400;27700;2460;11.2;143;3488574;27700;27700;10743;9
‘—«‰·;‰›  «Ì—«‰Ê·;4770;6130428;2.48647E+11;41222;41537;39161;-2,061.00;-5.00;40560;-662.00;-1.61;39161;41950;1409;28.79;31;23204;39161;39161;4424523;53
Å‘«Â‰; Ê·ÌœÌ Å·«” Ìﬂù ‘«ÂÌ‰;1;724;5491540;7365;7585;7585;220.00;2.99;7365;0;0;7585;7585;927;7.94;60;425338;7585;7585;700;1
÷›«—8033;«Œ Ì«—Œ ›«—”-19000-1399/08/06;1;10;188440000;20781;18844;18844;-1,937.00;-9.32;18844;-1,937.00;-9.32;18844;18844;;;0;0;0;25000;3;1
‘ê·;ê· «‘ù;1881;3495407;1.19116E+11;35080;34980;34130;-950.00;-2.71;34080;-1,000.00;-2.85;33620;34980;1874;18.19;3;1120;34120;34120;27740;6
›«ÂÊ«“;‰Ê—œ Ê ·Ê·Â «ÂÊ«“;337;2710447;67772016788;24514;25004;25004;490.00;2.00;25004;490.00;2.00;25004;25004;-48;-520.92;687;14875615;25004;25004;800;1
÷ —«8023;«Œ Ì«—Œ ‘ —«‰-8330-1399/08/11;2;6;213804000;40310;40000;33451;-6,859.00;-17.02;35634;-4,676.00;-11.60;33451;40000;;;1;1;33450;43000;5;1
Õ¬”«;¬”Ì« ”Ì— «—”;2532;6688171;1.25605E+11;19288;18800;18740;-548.00;-2.84;18780;-508.00;-2.63;18450;19500;205;91.61;3;11500;18750;18750;52777;15
êﬂÌ‘; Ê—Ì” Ì Ê—›«ÂÌ ¬»«œê—«‰ ﬂÌ‘;96;167029;12395890206;72053;74214;74214;2,161.00;3.00;73290;1,237.00;1.72;74214;74214;120;610.75;123;105526;74214;0;0;0
”«—ÊÃ;»Ì‰ «·„··Ì ”«—ÊÃ »Ê‘Â—;310;1027122;27076732962;27141;27499;26327;-814.00;-3.00;26362;-779.00;-2.87;26327;27499;774;34.06;5;6209;26327;26327;3194;6
œÌ;»«‰ﬂ œÌ;65015;119510006;8.32638E+12;66787;68700;70126;3,339.00;5.00;69671;2,884.00;4.32;66500;70126;919;75.81;2601;3955289;70126;70126;56559;104
€çÌ‰;ﬂ‘ ù Ê ’‰⁄ ù çÌ‰ù çÌ‰;2069;1931083;1.3311E+11;69070;71450;69800;730.00;1.06;68930;-140.00;-0.20;68260;71500;2185;31.55;8;7253;69800;69800;10638;10
Œ”«Å«;”«ÌÅ«;65853;1205349377;6.32269E+12;5510;5240;5240;-270.00;-4.90;5250;-260.00;-4.72;5240;5370;-109;-48.17;6;14664;5220;5240;576905548;9403
ﬁÀ«» ;ﬁ‰œ À«» ù Œ—«”«‰ù;10717;15371607;2.21569E+12;138990;145930;145800;6,810.00;4.90;144140;5,150.00;3.71;135000;145930;-157;-918.09;26;6834;145800;145800;38530;12
ÊÀ‰Ê;”—„«ÌÂ ê–«—Ì ”«Œ „«‰Ì ‰ÊÌ‰;911;2286170;55073835300;23389;24090;24090;701.00;3.00;24090;701.00;3.00;24090;24090;2168;11.11;76;405135;24090;24090;5120;2
«›«œ52;„‰›⁄  œÊ· 5-‘.Œ«’ ”ÅÂ—0108;0;0;0;890886;0;890886;0;0;890886;0;0;0;0;;;2;16500;890000;0;0;0
÷Å«”7018;«Œ Ì«—Œ ÊÅ«—”-4600-1399/07/30;16;384;552180000;1215;1400;1400;185.00;15.23;1438;223.00;18.35;1400;1900;;;1;1;1350;1850;15;1
Ê”Ì‰«;»«‰ﬂ ”Ì‰«;963;10208804;2.16577E+11;20250;21230;21180;930.00;4.59;21210;960.00;4.74;21000;21230;220;96.41;2;18202;21140;21180;120056;2
 ›Ì—Ê;„Â‰œ”Ì ›Ì—Ê“«;0;0;0;19083;0;19462;379.00;1.99;19083;0;0;0;0;-1716;-11.12;4;22000;19464;0;0;0
